sale_service_id,sale_control_point,data_owner,scope,report_day
01GUH94,Miles,BSO,plant,20/07/2023
01GUH9K,Miles,BSO,plant,20/07/2023
01GUHPW,Miles,BSO,plant,20/07/2023
01GUHPM,Miles,BSO,plant,20/07/2023
01GUHRW,Miles,BSO,plant,20/07/2023
01GUHT1,Miles,BSO,plant,20/07/2023
01GUHRT,Miles,BSO,plant,20/07/2023
01GUHRX,Miles,BSO,plant,20/07/2023
01GUHT4,Miles,BSO,plant,20/07/2023
01GUHRP,Miles,BSO,plant,20/07/2023
01GUH9F,Miles,BSO,plant,20/07/2023
01GUHNX,Miles,BSO,plant,20/07/2023
01GUHPR,Miles,BSO,plant,20/07/2023
01GUHPC,Miles,BSO,plant,20/07/2023
01GUHRN,Miles,BSO,plant,20/07/2023
01GUHR6,Miles,BSO,plant,20/07/2023
01GUHR8,Miles,BSO,plant,20/07/2023
01GUHNY,Miles,BSO,plant,20/07/2023
01GUHR4,Miles,BSO,plant,20/07/2023
01GULD4,Miles,BSO,plant,20/07/2023
01GUHPH,Miles,BSO,plant,20/07/2023
01GUHRU,Miles,BSO,plant,20/07/2023
01GUHPK,Miles,BSO,plant,20/07/2023
01GUHT0,Miles,BSO,plant,20/07/2023
01GUHT2,Miles,BSO,plant,20/07/2023
01GULVU,Miles,BSO,plant,20/07/2023
01GUHPP,Miles,BSO,plant,20/07/2023
01GTFMA,Miles,BSO,plant,20/07/2023
01GULGC,Miles,BSO,plant,20/07/2023
01GUK4P,Miles,BSO,plant,20/07/2023
01GUK59,Miles,BSO,plant,20/07/2023
01GUXN3,Miles,BSO,plant,20/07/2023
01GUXN4,Miles,BSO,plant,20/07/2023
01GUXN1,Miles,BSO,plant,20/07/2023
01GULKY,Miles,BSO,plant,20/07/2023
01GUXL7,Miles,BSO,plant,20/07/2023
01GT3UX,Miles,BSO,plant,20/07/2023
01GT474,Miles,BSO,plant,20/07/2023
01GTE9T,Miles,BSO,plant,20/07/2023
01GTDMF,Miles,BSO,plant,20/07/2023
01GU6NT,Miles,BSO,plant,20/07/2023
01GU3DL,Miles,BSO,plant,20/07/2023
01GU371,Miles,BSO,plant,20/07/2023
01GUTW5,Miles,BSO,plant,20/07/2023
01GUVA6,Miles,BSO,plant,20/07/2023
01GU7K7,Miles,BSO,plant,20/07/2023
01GU7PE,Miles,BSO,plant,20/07/2023
01GU7P2,Miles,BSO,plant,20/07/2023
01GU7PA,Miles,BSO,plant,20/07/2023
01GUWG4,Miles,BSO,plant,20/07/2023
01GUR73,Miles,BSO,plant,20/07/2023
01GUR6C,Miles,BSO,plant,20/07/2023
01GUW8X,Miles,BSO,plant,20/07/2023
01GUWAU,Miles,BSO,plant,20/07/2023
01GUWC5,Miles,BSO,plant,20/07/2023
01GUWAD,Miles,BSO,plant,20/07/2023
01GUWAQ,Miles,BSO,plant,20/07/2023
01GU6DV,Miles,BSO,plant,20/07/2023
01GU695,Miles,BSO,plant,20/07/2023
01GUVA7,Miles,BSO,plant,20/07/2023
01GU6KL,Miles,BSO,plant,20/07/2023
01GUVC6,Miles,BSO,plant,20/07/2023
01GU6JC,Miles,BSO,plant,20/07/2023
01GU6JA,Miles,BSO,plant,20/07/2023
01GU696,Miles,BSO,plant,20/07/2023
01GU68U,Miles,BSO,plant,20/07/2023
01GU4RY,Miles,BSO,plant,20/07/2023
01GUV7G,Miles,BSO,plant,20/07/2023
01GUV7D,Miles,BSO,plant,20/07/2023
01GUV91,Miles,BSO,plant,20/07/2023
01GUV84,Miles,BSO,plant,20/07/2023
01GUV7E,Miles,BSO,plant,20/07/2023
01GUV7H,Miles,BSO,plant,20/07/2023
01GUV8M,Miles,BSO,plant,20/07/2023
01GUV63,Miles,BSO,plant,20/07/2023
01GUDLJ,Miles,BSO,plant,20/07/2023
01GUR59,Miles,BSO,plant,20/07/2023
01GUR71,Miles,BSO,plant,20/07/2023
01GU6C8,Miles,BSO,plant,20/07/2023
01GU6C3,Miles,BSO,plant,20/07/2023
01GUV98,Miles,BSO,plant,20/07/2023
01GUDNQ,Miles,BSO,plant,20/07/2023
01GU57M,Miles,BSO,plant,20/07/2023
01GJAA8,Miles,BSO,plant,20/07/2023
01GNQP9,Miles,BSO,plant,20/07/2023
01GN69L,Miles,BSO,plant,20/07/2023
01GNQQN,Miles,BSO,plant,20/07/2023
01GNT4T,Miles,BSO,plant,20/07/2023
01GNY5N,Miles,BSO,plant,20/07/2023
01GLE0F,Miles,BSO,plant,20/07/2023
01GNT7P,Miles,BSO,plant,20/07/2023
01GP005,Miles,BSO,plant,20/07/2023
01GNQNY,Miles,BSO,plant,20/07/2023
01GNYCF,Miles,BSO,plant,20/07/2023
01GNQNL,Miles,BSO,plant,20/07/2023
01GNPF4,Miles,BSO,plant,20/07/2023
01GNPGA,Miles,BSO,plant,20/07/2023
01GNPDJ,Miles,BSO,plant,20/07/2023
01GNQQE,Miles,BSO,plant,20/07/2023
01GP5F1,Miles,BSO,plant,20/07/2023
01GJA9H,Miles,BSO,plant,20/07/2023
01GJ7YX,Miles,BSO,plant,20/07/2023
01GJ7VM,Miles,BSO,plant,20/07/2023
01GJ7XQ,Miles,BSO,plant,20/07/2023
01GNT47,Miles,BSO,plant,20/07/2023
01GMU1J,Miles,BSO,plant,20/07/2023
01GMU27,Miles,BSO,plant,20/07/2023
01GMTYF,Miles,BSO,plant,20/07/2023
01GMU0H,Miles,BSO,plant,20/07/2023
01GMXQU,Miles,BSO,plant,20/07/2023
01GP9MU,Miles,BSO,plant,20/07/2023
01GKW1F,Miles,BSO,plant,20/07/2023
01GLGHM,Miles,BSO,plant,20/07/2023
01GLGHF,Miles,BSO,plant,20/07/2023
01GP9M6,Miles,BSO,plant,20/07/2023
01GMYJ7,Miles,BSO,plant,20/07/2023
01GMT3N,Miles,BSO,plant,20/07/2023
01GPC8C,Miles,BSO,plant,20/07/2023
01GLF7R,Miles,BSO,plant,20/07/2023
01GKYN4,Miles,BSO,plant,20/07/2023
01GP9MF,Miles,BSO,plant,20/07/2023
01GPXEY,Miles,BSO,plant,20/07/2023
01GKYLY,Miles,BSO,plant,20/07/2023
01GPXHJ,Miles,BSO,plant,20/07/2023
01GPXGW,Miles,BSO,plant,20/07/2023
01GKYNH,Miles,BSO,plant,20/07/2023
01GJPR5,Miles,BSO,plant,20/07/2023
01GJPPH,Miles,BSO,plant,20/07/2023
01GQA4V,Miles,BSO,plant,20/07/2023
01GJAWK,Miles,BSO,plant,20/07/2023
01GJQG5,Miles,BSO,plant,20/07/2023
01GJQ8Y,Miles,BSO,plant,20/07/2023
01GPC88,Miles,BSO,plant,20/07/2023
01GJR8X,Miles,BSO,plant,20/07/2023
01GJR8F,Miles,BSO,plant,20/07/2023
01GJWJ8,Miles,BSO,plant,20/07/2023
01GJWJA,Miles,BSO,plant,20/07/2023
01GJWH7,Miles,BSO,plant,20/07/2023
01GM8NU,Miles,BSO,plant,20/07/2023
01GPHJ7,Miles,BSO,plant,20/07/2023
01GM6DU,Miles,BSO,plant,20/07/2023
01GM6HF,Miles,BSO,plant,20/07/2023
01GM6FC,Miles,BSO,plant,20/07/2023
01GJK1H,Miles,BSO,plant,20/07/2023
01GJK1L,Miles,BSO,plant,20/07/2023
01GND6M,Miles,BSO,plant,20/07/2023
01GMKRE,Miles,BSO,plant,20/07/2023
01GP2QQ,Miles,BSO,plant,20/07/2023
01GNG06,Miles,BSO,plant,20/07/2023
01GP3FJ,Miles,BSO,plant,20/07/2023
01GP2PM,Miles,BSO,plant,20/07/2023
01GNG0P,Miles,BSO,plant,20/07/2023
01GP6J6,Miles,BSO,plant,20/07/2023
01GNG1W,Miles,BSO,plant,20/07/2023
01GP2TC,Miles,BSO,plant,20/07/2023
01GP6JK,Miles,BSO,plant,20/07/2023
01GP2UM,Miles,BSO,plant,20/07/2023
01GLC98,Miles,BSO,plant,20/07/2023
01GP6HL,Miles,BSO,plant,20/07/2023
01GP6H9,Miles,BSO,plant,20/07/2023
01GP6HR,Miles,BSO,plant,20/07/2023
01GLC65,Miles,BSO,plant,20/07/2023
01GLC61,Miles,BSO,plant,20/07/2023
01GJHM3,Miles,BSO,plant,20/07/2023
01GJNE9,Miles,BSO,plant,20/07/2023
01GJRH9,Miles,BSO,plant,20/07/2023
01GN9Q2,Miles,BSO,plant,20/07/2023
01GN9R7,Miles,BSO,plant,20/07/2023
01GN9RF,Miles,BSO,plant,20/07/2023
01GN9QW,Miles,BSO,plant,20/07/2023
01GP5GQ,Miles,BSO,plant,20/07/2023
01GP5GA,Miles,BSO,plant,20/07/2023
01GP5G2,Miles,BSO,plant,20/07/2023
01GN812,Miles,BSO,plant,20/07/2023
01GN81R,Miles,BSO,plant,20/07/2023
01GN7Y5,Miles,BSO,plant,20/07/2023
01GJNFC,Miles,BSO,plant,20/07/2023
01GJLQX,Miles,BSO,plant,20/07/2023
01GJHLY,Miles,BSO,plant,20/07/2023
01GJHLK,Miles,BSO,plant,20/07/2023
01GTHAA,Miles,BSO,plant,20/07/2023
01GTR4V,Miles,BSO,plant,20/07/2023
01GTN36,Miles,BSO,plant,20/07/2023
01GTFR5,Miles,BSO,plant,20/07/2023
01GTTQC,Miles,BSO,plant,20/07/2023
01GTTTG,Miles,BSO,plant,20/07/2023
01GT1AR,Miles,BSO,plant,20/07/2023
01GT17Q,Miles,BSO,plant,20/07/2023
01GT1D4,Miles,BSO,plant,20/07/2023
01GT1DR,Miles,BSO,plant,20/07/2023
01GTLJM,Miles,BSO,plant,20/07/2023
01GTK77,Miles,BSO,plant,20/07/2023
01GTN4N,Miles,BSO,plant,20/07/2023
01GTN4E,Miles,BSO,plant,20/07/2023
01GT2DE,Miles,BSO,plant,20/07/2023
01GTE52,Miles,BSO,plant,20/07/2023
01GTE57,Miles,BSO,plant,20/07/2023
01GTCG8,Miles,BSO,plant,20/07/2023
01GTCGM,Miles,BSO,plant,20/07/2023
01GT2ED,Miles,BSO,plant,20/07/2023
01GTK7J,Miles,BSO,plant,20/07/2023
01GTJP2,Miles,BSO,plant,20/07/2023
01GTPUA,Miles,BSO,plant,20/07/2023
01GTFRD,Miles,BSO,plant,20/07/2023
01GTA67,Miles,BSO,plant,20/07/2023
01GTACV,Miles,BSO,plant,20/07/2023
01GTCLL,Miles,BSO,plant,20/07/2023
01GT8KL,Miles,BSO,plant,20/07/2023
01GT74N,Miles,BSO,plant,20/07/2023
01GT79E,Miles,BSO,plant,20/07/2023
01GT71Q,Miles,BSO,plant,20/07/2023
01GT7FT,Miles,BSO,plant,20/07/2023
01GT7CV,Miles,BSO,plant,20/07/2023
01GT484,Miles,BSO,plant,20/07/2023
01GTA2F,Miles,BSO,plant,20/07/2023
01GTA1T,Miles,BSO,plant,20/07/2023
01GTA3Q,Miles,BSO,plant,20/07/2023
01GT2MX,Miles,BSO,plant,20/07/2023
01GT2R0,Miles,BSO,plant,20/07/2023
01GT1AC,Miles,BSO,plant,20/07/2023
01GT190,Miles,BSO,plant,20/07/2023
01GT18R,Miles,BSO,plant,20/07/2023
01GT18H,Miles,BSO,plant,20/07/2023
01GT1AM,Miles,BSO,plant,20/07/2023
01GNMPG,Miles,BSO,plant,20/07/2023
01GNJV6,Miles,BSO,plant,20/07/2023
01GNMPP,Miles,BSO,plant,20/07/2023
01GNUXA,Miles,BSO,plant,20/07/2023
01GNUXU,Miles,BSO,plant,20/07/2023
01GNUY3,Miles,BSO,plant,20/07/2023
01GN4NK,Miles,BSO,plant,20/07/2023
01GHMJ4,Miles,BSO,plant,20/07/2023
01GHMJ3,Miles,BSO,plant,20/07/2023
01GHLX5,Miles,BSO,plant,20/07/2023
01GN4PD,Miles,BSO,plant,20/07/2023
01GN4NE,Miles,BSO,plant,20/07/2023
01GPWC0,Miles,BSO,plant,20/07/2023
01GMQA2,Miles,BSO,plant,20/07/2023
01GMQTK,Miles,BSO,plant,20/07/2023
01GPVM9,Miles,BSO,plant,20/07/2023
01GPVL8,Miles,BSO,plant,20/07/2023
01GPVN4,Miles,BSO,plant,20/07/2023
01GPVN3,Miles,BSO,plant,20/07/2023
01GHL7T,Miles,BSO,plant,20/07/2023
01GHL8D,Miles,BSO,plant,20/07/2023
01GHL6Q,Miles,BSO,plant,20/07/2023
01GHN44,Miles,BSO,plant,20/07/2023
01GPEYM,Miles,BSO,plant,20/07/2023
01GHJG4,Miles,BSO,plant,20/07/2023
01GMEP1,Miles,BSO,plant,20/07/2023
01GLGXN,Miles,BSO,plant,20/07/2023
01GLF7U,Miles,BSO,plant,20/07/2023
01GHHPM,Miles,BSO,plant,20/07/2023
01GN18F,Miles,BSO,plant,20/07/2023
01GN17Q,Miles,BSO,plant,20/07/2023
01GMYHY,Miles,BSO,plant,20/07/2023
01GP83G,Miles,BSO,plant,20/07/2023
01GP83H,Miles,BSO,plant,20/07/2023
01GMVP7,Miles,BSO,plant,20/07/2023
01GMVPV,Miles,BSO,plant,20/07/2023
01GMX53,Miles,BSO,plant,20/07/2023
01GMX5A,Miles,BSO,plant,20/07/2023
01GMX59,Miles,BSO,plant,20/07/2023
01GHFWN,Miles,BSO,plant,20/07/2023
01GN4N4,Miles,BSO,plant,20/07/2023
01GHFWY,Miles,BSO,plant,20/07/2023
01GHJGP,Miles,BSO,plant,20/07/2023
01GHFX7,Miles,BSO,plant,20/07/2023
01GMVMK,Miles,BSO,plant,20/07/2023
01GN2J3,Miles,BSO,plant,20/07/2023
01GP9MA,Miles,BSO,plant,20/07/2023
01GN2J0,Miles,BSO,plant,20/07/2023
01GHGEF,Miles,BSO,plant,20/07/2023
01GHH6J,Miles,BSO,plant,20/07/2023
01GHH60,Miles,BSO,plant,20/07/2023
01GHH5T,Miles,BSO,plant,20/07/2023
01GM0D4,Miles,BSO,plant,20/07/2023
01GM0UD,Miles,BSO,plant,20/07/2023
01GM0UE,Miles,BSO,plant,20/07/2023
01GM0E1,Miles,BSO,plant,20/07/2023
01GM0A3,Miles,BSO,plant,20/07/2023
01GM0AQ,Miles,BSO,plant,20/07/2023
01GM0CE,Miles,BSO,plant,20/07/2023
01GM5PJ,Miles,BSO,plant,20/07/2023
01GM33G,Miles,BSO,plant,20/07/2023
01GM340,Miles,BSO,plant,20/07/2023
01GL8AU,Miles,BSO,plant,20/07/2023
01GTF8E,Miles,BSO,plant,20/07/2023
01GTKDA,Miles,BSO,plant,20/07/2023
01GTJQE,Miles,BSO,plant,20/07/2023
01GTH41,Miles,BSO,plant,20/07/2023
01GM1LD,Miles,BSO,plant,20/07/2023
01GPC8F,Miles,BSO,plant,20/07/2023
01GMQ9Y,Miles,BSO,plant,20/07/2023
01GNK07,Miles,BSO,plant,20/07/2023
01GNXW0,Miles,BSO,plant,20/07/2023
01GNLDX,Miles,BSO,plant,20/07/2023
01GNLGF,Miles,BSO,plant,20/07/2023
01GNLH0,Miles,BSO,plant,20/07/2023
01GNLHH,Miles,BSO,plant,20/07/2023
01GPQ76,Miles,BSO,plant,20/07/2023
01GP0TC,Miles,BSO,plant,20/07/2023
01GP0TK,Miles,BSO,plant,20/07/2023
01GNKEN,Miles,BSO,plant,20/07/2023
01GMNPW,Miles,BSO,plant,20/07/2023
01GMP2V,Miles,BSO,plant,20/07/2023
01GMNPU,Miles,BSO,plant,20/07/2023
01GMKNQ,Miles,BSO,plant,20/07/2023
01GNHTY,Miles,BSO,plant,20/07/2023
01GNHUQ,Miles,BSO,plant,20/07/2023
01GNUYQ,Miles,BSO,plant,20/07/2023
01GNJ62,Miles,BSO,plant,20/07/2023
01GMMEU,Miles,BSO,plant,20/07/2023
01GMMEQ,Miles,BSO,plant,20/07/2023
01GMMF2,Miles,BSO,plant,20/07/2023
01GNHVE,Miles,BSO,plant,20/07/2023
01GLDPN,Miles,BSO,plant,20/07/2023
01GLDQJ,Miles,BSO,plant,20/07/2023
01GLDQ1,Miles,BSO,plant,20/07/2023
01GPUDV,Miles,BSO,plant,20/07/2023
01GPUD2,Miles,BSO,plant,20/07/2023
01GL8N7,Miles,BSO,plant,20/07/2023
01GPUDH,Miles,BSO,plant,20/07/2023
01GPUCF,Miles,BSO,plant,20/07/2023
01GL9TT,Miles,BSO,plant,20/07/2023
01GLKQK,Miles,BSO,plant,20/07/2023
01GLKQQ,Miles,BSO,plant,20/07/2023
01GPJHM,Miles,BSO,plant,20/07/2023
01GPJEJ,Miles,BSO,plant,20/07/2023
01GLJ32,Miles,BSO,plant,20/07/2023
01GM41T,Miles,BSO,plant,20/07/2023
01GLJ35,Miles,BSO,plant,20/07/2023
01GLJ37,Miles,BSO,plant,20/07/2023
01GM5QM,Miles,BSO,plant,20/07/2023
01GPJF0,Miles,BSO,plant,20/07/2023
01GKEET,Miles,BSO,plant,20/07/2023
01GK7L7,Miles,BSO,plant,20/07/2023
01GKDLN,Miles,BSO,plant,20/07/2023
01GJ02N,Miles,BSO,plant,20/07/2023
01GG9RA,Miles,BSO,plant,20/07/2023
01GG9T4,Miles,BSO,plant,20/07/2023
01GTNYV,Miles,BSO,plant,20/07/2023
01GTNYU,Miles,BSO,plant,20/07/2023
01GTNYY,Miles,BSO,plant,20/07/2023
01GTCUH,Miles,BSO,plant,20/07/2023
01GTL81,Miles,BSO,plant,20/07/2023
01GTMYA,Miles,BSO,plant,20/07/2023
01GTLHX,Miles,BSO,plant,20/07/2023
01GTHAN,Miles,BSO,plant,20/07/2023
01GTMYP,Miles,BSO,plant,20/07/2023
01GTX64,Miles,BSO,plant,20/07/2023
01GTLTG,Miles,BSO,plant,20/07/2023
01GTWJ9,Miles,BSO,plant,20/07/2023
01GTL8Q,Miles,BSO,plant,20/07/2023
01GTTPN,Miles,BSO,plant,20/07/2023
01GTU5T,Miles,BSO,plant,20/07/2023
01GTVP7,Miles,BSO,plant,20/07/2023
01GU7W7,Miles,BSO,plant,20/07/2023
01GU7RG,Miles,BSO,plant,20/07/2023
01GU83U,Miles,BSO,plant,20/07/2023
01GU7VV,Miles,BSO,plant,20/07/2023
01GU7T0,Miles,BSO,plant,20/07/2023
01GU7WR,Miles,BSO,plant,20/07/2023
01GTXNM,Miles,BSO,plant,20/07/2023
01GTRGN,Miles,BSO,plant,20/07/2023
01GTRGG,Miles,BSO,plant,20/07/2023
01GTRGM,Miles,BSO,plant,20/07/2023
01GTTMT,Miles,BSO,plant,20/07/2023
01GTT90,Miles,BSO,plant,20/07/2023
01GTT8Q,Miles,BSO,plant,20/07/2023
01GTRGJ,Miles,BSO,plant,20/07/2023
01GTKDQ,Miles,BSO,plant,20/07/2023
01GTQYA,Miles,BSO,plant,20/07/2023
01GTQXT,Miles,BSO,plant,20/07/2023
01GGMJY,Miles,BSO,plant,20/07/2023
01GGTTP,Miles,BSO,plant,20/07/2023
01GMH0U,Miles,BSO,plant,20/07/2023
01GMH0Y,Miles,BSO,plant,20/07/2023
01GPF0P,Miles,BSO,plant,20/07/2023
01GMFLJ,Miles,BSO,plant,20/07/2023
01GPF05,Miles,BSO,plant,20/07/2023
01GMEHX,Miles,BSO,plant,20/07/2023
01GJ0UY,Miles,BSO,plant,20/07/2023
01GMH0X,Miles,BSO,plant,20/07/2023
01GPEYD,Miles,BSO,plant,20/07/2023
01GHYED,Miles,BSO,plant,20/07/2023
01GME5C,Miles,BSO,plant,20/07/2023
01GME5A,Miles,BSO,plant,20/07/2023
01GJ0P8,Miles,BSO,plant,20/07/2023
01GHYE4,Miles,BSO,plant,20/07/2023
01GMJHG,Miles,BSO,plant,20/07/2023
01GMJHT,Miles,BSO,plant,20/07/2023
01GMFLE,Miles,BSO,plant,20/07/2023
01GHYJ3,Miles,BSO,plant,20/07/2023
01GRWLC,Miles,BSO,plant,20/07/2023
01GRWMR,Miles,BSO,plant,20/07/2023
01GRWGV,Miles,BSO,plant,20/07/2023
01GRUM9,Miles,BSO,plant,20/07/2023
01GRDYG,Miles,BSO,plant,20/07/2023
01GRAE7,Miles,BSO,plant,20/07/2023
01GRPF2,Miles,BSO,plant,20/07/2023
01GRPGX,Miles,BSO,plant,20/07/2023
01GRWQW,Miles,BSO,plant,20/07/2023
01GRT33,Miles,BSO,plant,20/07/2023
01GRUVA,Miles,BSO,plant,20/07/2023
01GRUV6,Miles,BSO,plant,20/07/2023
01GRUVE,Miles,BSO,plant,20/07/2023
01GRHXJ,Miles,BSO,plant,20/07/2023
01GRHXW,Miles,BSO,plant,20/07/2023
01GUC7V,Miles,BSO,plant,20/07/2023
01GUTRR,Miles,BSO,plant,20/07/2023
01GUF8G,Miles,BSO,plant,20/07/2023
01GUF8Q,Miles,BSO,plant,20/07/2023
01GUFD7,Miles,BSO,plant,20/07/2023
01GUFCD,Miles,BSO,plant,20/07/2023
01GUFRF,Miles,BSO,plant,20/07/2023
01GUFP3,Miles,BSO,plant,20/07/2023
01GUFXG,Miles,BSO,plant,20/07/2023
01GUFTR,Miles,BSO,plant,20/07/2023
01GRCNN,Miles,BSO,plant,20/07/2023
01GRFAC,Miles,BSO,plant,20/07/2023
01GRKUN,Miles,BSO,plant,20/07/2023
01GTX9N,Miles,BSO,plant,20/07/2023
01GUQXK,Miles,BSO,plant,20/07/2023
01GUN1D,Miles,BSO,plant,20/07/2023
01GUPMF,Miles,BSO,plant,20/07/2023
01GUK1G,Miles,BSO,plant,20/07/2023
01GUPQQ,Miles,BSO,plant,20/07/2023
01GTXKL,Miles,BSO,plant,20/07/2023
01GUPLA,Miles,BSO,plant,20/07/2023
01GUL9E,Miles,BSO,plant,20/07/2023
01GUPT2,Miles,BSO,plant,20/07/2023
01GTXWN,Miles,BSO,plant,20/07/2023
01GUDED,Miles,BSO,plant,20/07/2023
01GUUY4,Miles,BSO,plant,20/07/2023
01GUUW2,Miles,BSO,plant,20/07/2023
01GUTPT,Miles,BSO,plant,20/07/2023
01GUTVD,Miles,BSO,plant,20/07/2023
01GUTPU,Miles,BSO,plant,20/07/2023
01GUTQA,Miles,BSO,plant,20/07/2023
01GUTPM,Miles,BSO,plant,20/07/2023
01GUHAC,Miles,BSO,plant,20/07/2023
01GUHAF,Miles,BSO,plant,20/07/2023
01GUTHG,Miles,BSO,plant,20/07/2023
01GTW5Y,Miles,BSO,plant,20/07/2023
01GTW9Y,Miles,BSO,plant,20/07/2023
01GTW5X,Miles,BSO,plant,20/07/2023
01GTW60,Miles,BSO,plant,20/07/2023
01GTVLU,Miles,BSO,plant,20/07/2023
01GRMPX,Miles,BSO,plant,20/07/2023
01GRMPW,Miles,BSO,plant,20/07/2023
01GU2WR,Miles,BSO,plant,20/07/2023
01GRMCK,Miles,BSO,plant,20/07/2023
01GU2H7,Miles,BSO,plant,20/07/2023
01GU374,Miles,BSO,plant,20/07/2023
01GU2G4,Miles,BSO,plant,20/07/2023
01GRM76,Miles,BSO,plant,20/07/2023
01GRF4N,Miles,BSO,plant,20/07/2023
01GRF4E,Miles,BSO,plant,20/07/2023
01GU56T,Miles,BSO,plant,20/07/2023
01GU582,Miles,BSO,plant,20/07/2023
01GTW1R,Miles,BSO,plant,20/07/2023
01GTV9L,Miles,BSO,plant,20/07/2023
01GU13G,Miles,BSO,plant,20/07/2023
01GPP3M,Miles,BSO,plant,20/07/2023
01GLP3N,Miles,BSO,plant,20/07/2023
01GLP42,Miles,BSO,plant,20/07/2023
01GLVHW,Miles,BSO,plant,20/07/2023
01GRQQX,Miles,BSO,plant,20/07/2023
