sale_service_id,pickup_reason_code_status,delivery_reason_code_status
01FN99N,RC no needed,RC no needed
01GG3DV,RC no needed,Updated RC
01FTHWX,RC no needed,RC no needed
01GGH98,RC no needed,RC no needed
01G241M,RC no needed,RC no needed
01FN9C7,RC no needed,RC no needed
01FN996,RC no needed,RC no needed
01GDEFH,RC no needed,RC no needed
01FT9PW,RC no needed,RC no needed
01GD5X5,RC no needed,RC no needed
01G5JV8,RC no needed,RC no needed
01FN997,RC no needed,RC no needed
01FTA19,RC no needed,RC no needed
01GGH9A,RC no needed,RC no needed
01GE3EL,RC no needed,RC no needed
01FN9ER,RC no needed,Updated RC
01G244R,RC no needed,Updated RC
01FT9HA,RC no needed,RC no needed
01GFL79,RC no needed,RC no needed
01FTR5N,Updated RC,RC no needed
01G2553,RC no needed,RC no needed
01FNCA9,RC no needed,RC no needed
01FNFJ2,RC no needed,RC no needed
01FMW10,RC no needed,RC no needed
01GGFNJ,RC no needed,RC no needed
01FXUQ6,RC no needed,RC no needed
01FMW17,RC no needed,RC no needed
01FNCA7,RC no needed,RC no needed
01GFL7H,RC no needed,RC no needed
01GFPFT,RC no needed,RC no needed
01GFLAP,RC no needed,RC no needed
01GGE15,RC no needed,RC no needed
01GGC1G,RC no needed,RC no needed
01FYUAN,Updated RC,RC no needed
01GFKTX,RC no needed,RC no needed
01G9D23,RC no needed,RC no needed
01G5DMF,RC no needed,Updated RC
01G4LTQ,Updated RC,RC no needed
01GGH9T,RC no needed,Updated RC
01FT9L3,RC no needed,Updated RC
01G242Y,RC no needed,RC no needed
01GGFMK,RC no needed,RC no needed
01FYUAJ,RC no needed,RC no needed
01FT9NR,RC no needed,RC no needed
01FNCA5,RC no needed,RC no needed
01G255C,RC no needed,RC no needed
01FP7J1,Updated RC,Updated RC
01FTCC4,RC no needed,RC no needed
01G5DNL,Updated RC,Updated RC
01G9CPJ,RC no needed,RC no needed
01G9D6N,RC no needed,RC no needed
01G63YM,RC no needed,RC no needed
01FMW18,RC no needed,RC no needed
01FTCC6,RC no needed,RC no needed
01G9D3T,RC no needed,RC no needed
01FNDPE,RC no needed,RC no needed
01GG1VK,RC no needed,RC no needed
01G8GDD,RC no needed,RC no needed
01FW3Y9,RC no needed,RC no needed
01GG6PA,RC no needed,RC no needed
01GGC0P,RC no needed,RC no needed
01G9D6U,RC no needed,RC no needed
01GGC2C,RC no needed,RC no needed
01GGE8Y,RC no needed,RC no needed
01FYU37,RC no needed,RC no needed
01G8PEX,Updated RC,RC no needed
01FP74Y,RC no needed,RC no needed
01FT9FR,RC no needed,Updated RC
01G8P4E,RC no needed,RC no needed
01FP56V,RC no needed,RC no needed
01G8GD8,RC no needed,RC no needed
01FW5T1,RC no needed,RC no needed
01FT8K1,RC no needed,RC no needed
01G8PHL,Updated RC,Updated RC
01FMW4H,RC no needed,RC no needed
01G2330,Updated RC,RC no needed
01G8P5Q,RC no needed,RC no needed
01FTCAX,RC no needed,RC no needed
01G8P4G,RC no needed,RC no needed
01G8P5A,RC no needed,RC no needed
01G84E1,Updated RC,Updated RC
01G62E2,RC no needed,RC no needed
01FYUCM,Updated RC,Updated RC
01G84HX,RC no needed,RC no needed
01G8P4W,RC no needed,RC no needed
01FXRCE,RC no needed,Updated RC
01FYXQN,RC no needed,RC no needed
01FYU4Y,Updated RC,Updated RC
01FT9PX,RC no needed,RC no needed
01GGGXK,RC no needed,RC no needed
01GGH93,RC no needed,RC no needed
01FMXL9,RC no needed,RC no needed
01GCML9,RC no needed,RC no needed
01GC4DM,RC no needed,RC no needed
01FNYTH,RC no needed,RC no needed
01FTTMY,RC no needed,Updated RC
01G8HK3,Updated RC,Updated RC
01FN970,RC no needed,RC no needed
01GG4W4,RC no needed,Updated RC
01G8HHJ,RC no needed,RC no needed
01FN96Y,RC no needed,RC no needed
01GG1GV,RC no needed,RC no needed
01G8R0G,RC no needed,RC no needed
01FTJUQ,Updated RC,RC no needed
01GG6YN,RC no needed,RC no needed
01GGH96,RC no needed,RC no needed
01FXRF2,Updated RC,RC no needed
01FXRC1,RC no needed,RC no needed
01GC35Y,RC no needed,RC no needed
01G232R,Updated RC,RC no needed
01FW5HG,Updated RC,RC no needed
01GG1YA,RC no needed,RC no needed
01G26KK,Updated RC,Updated RC
01FXUAR,Updated RC,Updated RC
01GHHLP,RC no needed,RC no needed
01FT749,Updated RC,RC no needed
01FK4VY,Updated RC,Updated RC
01FK4VX,RC no needed,RC no needed
01G29AW,Updated RC,Updated RC
01G540E,RC no needed,Updated RC
01FK4W0,Updated RC,RC no needed
01GHJ40,RC no needed,Updated RC
01GGN5V,Updated RC,Updated RC
01G447L,RC no needed,Updated RC
01G1D7F,RC no needed,Updated RC
01FYK2F,Updated RC,Updated RC
01G7TL7,RC no needed,Updated RC
01G088A,Updated RC,Updated RC
01G08A7,Updated RC,Updated RC
01FYK2Q,Updated RC,Updated RC
01G2GDD,RC no needed,Updated RC
01G2P6U,Updated RC,Updated RC
01FWQW8,Updated RC,RC no needed
01FWL9M,Updated RC,Updated RC
01FWL9R,Updated RC,Updated RC
01G3WRH,RC no needed,Updated RC
01FJXDN,Updated RC,Updated RC
01FQ5MP,Updated RC,Updated RC
01G6A4X,RC no needed,RC no needed
01G378H,Updated RC,RC no needed
01G38XX,Updated RC,RC no needed
01FWX06,Updated RC,Updated RC
01FXGFH,Updated RC,Updated RC
01G3EV7,Updated RC,RC no needed
01FXGER,Updated RC,Updated RC
01G3T7N,Updated RC,RC no needed
01G3L6V,Updated RC,RC no needed
01G2120,Updated RC,Updated RC
01G8RM2,RC no needed,Updated RC
01G211H,Updated RC,Updated RC
01GE31W,RC no needed,Updated RC
01G460K,Updated RC,Updated RC
01FULMN,Updated RC,Updated RC
01GE674,RC no needed,Updated RC
01FMXV2,Updated RC,Updated RC
01FMXVF,Updated RC,Updated RC
01G8GCM,RC no needed,RC no needed
01G8Q1U,RC no needed,Updated RC
01FNDWN,Updated RC,Updated RC
01G0C20,Updated RC,Updated RC
01GJJL1,RC no needed,Updated RC
01G8YPT,Updated RC,Updated RC
01FN0H7,Updated RC,Updated RC
01G3WFT,Updated RC,RC no needed
01FMWD2,Updated RC,Updated RC
01FWKM9,Updated RC,Updated RC
01FQ3N7,Updated RC,Updated RC
01G4JWG,RC no needed,RC no needed
01G4JVT,Updated RC,RC no needed
01FJXDW,Updated RC,Updated RC
01FPW46,RC no needed,Updated RC
01FMJUQ,Updated RC,Updated RC
01G57FX,RC no needed,Updated RC
01FQF8X,Updated RC,Updated RC
01GC8YW,RC no needed,Updated RC
01G4GDJ,RC no needed,Updated RC
SH000931481,Missing RC,Missing RC
SH000930383,Missing RC,Missing RC
SH000929503,Missing RC,Missing RC
SH000886543,RC no needed,RC no needed
SH000884935,RC no needed,RC no needed
SH000916467,RC no needed,RC no needed
SH000922259,RC no needed,RC no needed
SH000852444,RC no needed,RC no needed
SH000910388,RC no needed,RC no needed
SH000906729,RC no needed,RC no needed
SH000853016,RC no needed,RC no needed
SH000863241,RC no needed,RC no needed
SH000909005,RC no needed,RC no needed
SH000852441,RC no needed,RC no needed
SH000860020,Updated RC,Updated RC
SH000932056,Missing RC,Updated RC
SH000917838,RC no needed,RC no needed
SH000874168,RC no needed,RC no needed
SH000860023,RC no needed,RC no needed
SH000884938,RC no needed,RC no needed
SH000840718,RC no needed,RC no needed
SH000876703,RC no needed,RC no needed
SH000859317,RC no needed,RC no needed
SH000842383,RC no needed,Updated RC
SH000860678,RC no needed,RC no needed
SH000901371,RC no needed,RC no needed
SH000853008,RC no needed,RC no needed
SH000894780,RC no needed,RC no needed
SH000926279,RC no needed,RC no needed
SH000922317,RC no needed,RC no needed
SH000894771,RC no needed,RC no needed
SH000917752,RC no needed,RC no needed
SH000849525,RC no needed,RC no needed
SH000908971,RC no needed,RC no needed
SH000868473,RC no needed,RC no needed
SH000866024,Updated RC,Updated RC
SH000922922,RC no needed,RC no needed
SH000896128,RC no needed,RC no needed
SH000866023,Updated RC,Updated RC
SH000896129,RC no needed,RC no needed
SH000874859,RC no needed,RC no needed
SH000895561,RC no needed,RC no needed
SH000861336,RC no needed,RC no needed
SH000910897,RC no needed,RC no needed
SH000893359,RC no needed,RC no needed
SH000893367,RC no needed,RC no needed
SH000879910,RC no needed,RC no needed
SH000922920,RC no needed,RC no needed
SH000910356,RC no needed,RC no needed
SH000871200,Updated RC,Updated RC
SH000844376,RC no needed,RC no needed
SH000893360,Missing RC,RC no needed
SH000910894,RC no needed,RC no needed
SH000910913,RC no needed,RC no needed
SH000922268,RC no needed,RC no needed
SH000932053,RC no needed,Updated RC
SH000862551,RC no needed,RC no needed
SH000840254,RC no needed,RC no needed
SH000870572,RC no needed,RC no needed
SH000914015,RC no needed,RC no needed
SH000922240,RC no needed,RC no needed
SH000912326,RC no needed,RC no needed
SH000850298,RC no needed,RC no needed
SH000902327,RC no needed,RC no needed
SH000842570,RC no needed,RC no needed
SH000915768,RC no needed,RC no needed
SH000929427,RC no needed,RC no needed
SH000917162,RC no needed,RC no needed
SH000884274,RC no needed,RC no needed
SH000860650,RC no needed,RC no needed
SH000892202,RC no needed,RC no needed
SH000900259,RC no needed,RC no needed
SH000927740,RC no needed,RC no needed
SH000906085,RC no needed,RC no needed
SH000865026,RC no needed,RC no needed
SH000884289,RC no needed,RC no needed
SH000867879,RC no needed,RC no needed
SH000841787,RC no needed,RC no needed
SH000880559,RC no needed,RC no needed
SH000866671,RC no needed,RC no needed
SH000928620,RC no needed,Updated RC
SH000914057,Updated RC,RC no needed
SH000894784,RC no needed,RC no needed
SH000928621,RC no needed,Updated RC
SH000880038,RC no needed,RC no needed
SH000906095,RC no needed,RC no needed
SH000880039,RC no needed,RC no needed
SH000906011,RC no needed,RC no needed
SH000891344,RC no needed,RC no needed
SH000906094,RC no needed,RC no needed
SH000926978,RC no needed,RC no needed
SH000860646,RC no needed,RC no needed
SH000892201,RC no needed,RC no needed
SH000884287,RC no needed,RC no needed
SH000854295,RC no needed,RC no needed
SH000892186,RC no needed,Updated RC
SH000922966,RC no needed,RC no needed
SH000866632,RC no needed,RC no needed
SH000921232,RC no needed,Missing RC
SH000879263,RC no needed,RC no needed
SH000842388,RC no needed,RC no needed
SH000854296,RC no needed,RC no needed
SH000870061,RC no needed,RC no needed
SH000891362,RC no needed,RC no needed
SH000906728,RC no needed,RC no needed
SH000891357,RC no needed,RC no needed
SH000867901,RC no needed,RC no needed
SH000905988,RC no needed,RC no needed
SH000854294,RC no needed,RC no needed
SH000896743,RC no needed,RC no needed
SH000861934,RC no needed,RC no needed
SH000922964,RC no needed,RC no needed
SH000906720,RC no needed,RC no needed
SH000886610,RC no needed,RC no needed
SH000880564,RC no needed,RC no needed
SH000842572,RC no needed,RC no needed
SH000915760,RC no needed,RC no needed
SH000907557,RC no needed,RC no needed
SH000912339,RC no needed,RC no needed
SH000925500,RC no needed,RC no needed
SH000867302,RC no needed,RC no needed
SH000888692,RC no needed,RC no needed
SH000899559,RC no needed,RC no needed
SH000875481,RC no needed,RC no needed
SH000863290,RC no needed,RC no needed
SH000880662,RC no needed,RC no needed
SH000878338,RC no needed,RC no needed
SH000924488,RC no needed,RC no needed
SH000899573,RC no needed,RC no needed
SH000899571,RC no needed,RC no needed
SH000931479,Updated RC,Updated RC
SH000853643,RC no needed,RC no needed
SH000922263,RC no needed,RC no needed
SH000899553,RC no needed,RC no needed
SH000866021,RC no needed,RC no needed
SH000871827,RC no needed,RC no needed
SH000895559,RC no needed,RC no needed
SH000899058,RC no needed,RC no needed
SH000887253,RC no needed,RC no needed
SH000930734,RC no needed,RC no needed
SH000917143,RC no needed,RC no needed
SH000863860,RC no needed,RC no needed
SH000917129,RC no needed,RC no needed
SH000872459,RC no needed,RC no needed
SH000881354,RC no needed,RC no needed
SH000902314,RC no needed,RC no needed
SH000851134,RC no needed,RC no needed
SH000860576,RC no needed,RC no needed
SH000843797,RC no needed,RC no needed
SH000895549,RC no needed,RC no needed
SH000881344,RC no needed,RC no needed
SH000924522,RC no needed,RC no needed
SH000899757,RC no needed,RC no needed
SH000920238,RC no needed,RC no needed
SH000880575,RC no needed,RC no needed
SH000856260,RC no needed,RC no needed
SH000899566,RC no needed,RC no needed
SH000887262,RC no needed,RC no needed
SH000899564,RC no needed,RC no needed
SH000899686,RC no needed,RC no needed
SH000885644,RC no needed,RC no needed
SH000912337,RC no needed,RC no needed
SH000895547,RC no needed,RC no needed
SH000854842,RC no needed,RC no needed
SH000888694,RC no needed,RC no needed
SH000888790,Updated RC,RC no needed
SH000912331,RC no needed,RC no needed
SH000865013,RC no needed,RC no needed
SH000929966,RC no needed,RC no needed
SH000899587,RC no needed,RC no needed
SH000840727,RC no needed,RC no needed
SH000910358,RC no needed,RC no needed
SH000853644,RC no needed,RC no needed
SH000868496,RC no needed,RC no needed
SH000924518,RC no needed,RC no needed
SH000899576,RC no needed,RC no needed
SH000900787,RC no needed,RC no needed
SH000887164,RC no needed,RC no needed
SH000883625,RC no needed,RC no needed
SH000926291,RC no needed,RC no needed
SH000925526,RC no needed,RC no needed
SH000876137,RC no needed,RC no needed
SH000910944,RC no needed,RC no needed
SH000932036,Updated RC,Updated RC
SH000860028,RC no needed,RC no needed
SH000930764,RC no needed,Updated RC
SH000899061,RC no needed,RC no needed
SH000867319,RC no needed,RC no needed
SH000899060,RC no needed,RC no needed
SH000910956,RC no needed,RC no needed
SH000845716,RC no needed,RC no needed
SH000902298,RC no needed,RC no needed
SH000911577,RC no needed,RC no needed
SH000907497,RC no needed,RC no needed
SH000876074,RC no needed,RC no needed
SH000890117,RC no needed,RC no needed
SH000845695,RC no needed,RC no needed
SH000932043,Updated RC,Updated RC
SH000844264,RC no needed,Updated RC
SH000903171,Updated RC,RC no needed
SH000926322,RC no needed,RC no needed
SH000840735,RC no needed,RC no needed
SH000861979,RC no needed,RC no needed
SH000929500,RC no needed,Updated RC
SH000845714,RC no needed,RC no needed
SH000861887,RC no needed,RC no needed
SH000899059,RC no needed,RC no needed
SH000916437,RC no needed,RC no needed
SH000858286,RC no needed,RC no needed
SH000922318,RC no needed,RC no needed
SH000845696,RC no needed,RC no needed
SH000852414,RC no needed,RC no needed
SH000926325,RC no needed,RC no needed
SH000862525,RC no needed,RC no needed
SH000846524,RC no needed,RC no needed
SH000846533,RC no needed,RC no needed
SH000845029,RC no needed,RC no needed
SH000860012,RC no needed,RC no needed
SH000903634,RC no needed,RC no needed
SH000899562,RC no needed,RC no needed
SH000846530,RC no needed,RC no needed
SH000895520,RC no needed,RC no needed
SH000888680,RC no needed,RC no needed
SH000848852,RC no needed,RC no needed
SH000857618,RC no needed,RC no needed
SH000847890,RC no needed,RC no needed
SH000848397,RC no needed,RC no needed
SH000889156,RC no needed,RC no needed
SH000879886,RC no needed,RC no needed
SH000852425,RC no needed,RC no needed
SH000856265,RC no needed,RC no needed
SH000893350,RC no needed,RC no needed
SH000840244,RC no needed,RC no needed
SH000930787,RC no needed,Updated RC
SH000845713,RC no needed,RC no needed
SH000927074,RC no needed,RC no needed
SH000848637,RC no needed,RC no needed
SH000932035,Updated RC,Updated RC
SH000845671,RC no needed,RC no needed
SH000922886,RC no needed,RC no needed
SH000858287,RC no needed,Updated RC
SH000864479,RC no needed,RC no needed
SH000903586,RC no needed,RC no needed
SH000871882,RC no needed,RC no needed
SH000910917,RC no needed,RC no needed
SH000922855,RC no needed,RC no needed
SH000870062,Updated RC,Updated RC
SH000908436,RC no needed,RC no needed
SH000902390,RC no needed,RC no needed
SH000874738,RC no needed,RC no needed
SH000915138,RC no needed,RC no needed
SH000915192,RC no needed,RC no needed
SH000882789,RC no needed,RC no needed
SH000916412,RC no needed,RC no needed
SH000858237,RC no needed,RC no needed
SH000906697,RC no needed,RC no needed
SH000860673,RC no needed,RC no needed
SH000848004,Updated RC,Updated RC
SH000860635,RC no needed,RC no needed
SH000849445,RC no needed,RC no needed
SH000890717,RC no needed,RC no needed
SH000899557,RC no needed,RC no needed
SH000852991,RC no needed,RC no needed
SH000908452,RC no needed,RC no needed
SH000902374,RC no needed,RC no needed
SH000882765,RC no needed,RC no needed
SH000890709,RC no needed,RC no needed
SH000915136,RC no needed,RC no needed
SH000921329,RC no needed,RC no needed
SH000909899,RC no needed,RC no needed
SH000844960,RC no needed,RC no needed
SH000915190,RC no needed,RC no needed
SH000931398,RC no needed,Updated RC
SH000882962,RC no needed,RC no needed
SH000920241,RC no needed,RC no needed
SH000931402,RC no needed,Updated RC
SH000848002,Updated RC,Updated RC
SH000929946,RC no needed,Updated RC
SH000913198,RC no needed,RC no needed
SH000882959,RC no needed,RC no needed
SH000898966,RC no needed,RC no needed
SH000851737,RC no needed,RC no needed
SH000847511,RC no needed,RC no needed
SH000871256,RC no needed,RC no needed
SH000902373,RC no needed,RC no needed
SH000892800,RC no needed,RC no needed
SH000882963,RC no needed,RC no needed
SH000875406,RC no needed,RC no needed
SH000931385,RC no needed,Updated RC
SH000929990,RC no needed,RC no needed
SH000882960,RC no needed,RC no needed
SH000900223,RC no needed,RC no needed
SH000859422,RC no needed,RC no needed
SH000859425,RC no needed,RC no needed
SH000842426,RC no needed,RC no needed
SH000929941,RC no needed,RC no needed
SH000898977,RC no needed,RC no needed
SH000871224,RC no needed,RC no needed
SH000898980,RC no needed,RC no needed
SH000882743,RC no needed,RC no needed
SH000928579,RC no needed,RC no needed
SH000853683,RC no needed,RC no needed
SH000928571,RC no needed,RC no needed
SH000873351,RC no needed,RC no needed
SH000847001,RC no needed,RC no needed
SH000873263,RC no needed,RC no needed
SH000866667,RC no needed,RC no needed
SH000913197,RC no needed,RC no needed
SH000848026,RC no needed,RC no needed
SH000865024,RC no needed,RC no needed
SH000874123,RC no needed,RC no needed
SH000865023,RC no needed,RC no needed
SH000861911,RC no needed,RC no needed
SH000923658,RC no needed,RC no needed
SH000928578,RC no needed,RC no needed
SH000916504,RC no needed,RC no needed
SH000901377,RC no needed,RC no needed
SH000909898,RC no needed,RC no needed
SH000887193,RC no needed,RC no needed
SH000913225,RC no needed,RC no needed
SH000898969,RC no needed,RC no needed
SH000865098,RC no needed,RC no needed
SH000900734,RC no needed,RC no needed
SH000847003,RC no needed,RC no needed
SH000929961,RC no needed,Updated RC
SH000931688,RC no needed,Updated RC
SH000852195,RC no needed,Missing RC
SH000899426,RC no needed,RC no needed
SH000876628,RC no needed,Updated RC
SH000910113,RC no needed,Updated RC
SH000863553,Updated RC,Missing RC
SH000863554,Updated RC,Missing RC
SH000924454,RC no needed,Updated RC
SH000890711,RC no needed,Updated RC
SH000867346,Updated RC,Updated RC
SH000911617,Updated RC,Updated RC
SH000879243,RC no needed,RC no needed
SH000906673,RC no needed,Updated RC
SH000893380,RC no needed,Updated RC
SH000903862,RC no needed,RC no needed
SH000910666,RC no needed,Missing RC
SH000857647,RC no needed,RC no needed
SH000867883,Updated RC,Updated RC
SH000878292,Updated RC,RC no needed
SH000859260,Updated RC,Missing RC
SH000845106,RC no needed,Updated RC
SH000854250,Updated RC,Updated RC
SH000923730,Missing RC,Missing RC
SH000899606,RC no needed,Updated RC
SH000897436,RC no needed,RC no needed
SH000898297,RC no needed,RC no needed
SH000903870,Missing RC,Updated RC
SH000854548,Missing RC,Updated RC
SH000925535,RC no needed,RC no needed
SH000854551,RC no needed,RC no needed
SH000906080,RC no needed,RC no needed
SH000930716,RC no needed,RC no needed
SH000880563,RC no needed,RC no needed
SH000895590,RC no needed,RC no needed
SH000896145,RC no needed,RC no needed
SH000866185,RC no needed,RC no needed
SH000919091,Updated RC,Updated RC
SH000910396,RC no needed,RC no needed
SH000852427,Missing RC,RC no needed
SH000903791,Missing RC,Updated RC
SH000874339,Updated RC,Updated RC
SH000864100,Updated RC,Updated RC
SH000900736,RC no needed,RC no needed
SH000899063,RC no needed,RC no needed
SH000882772,RC no needed,RC no needed
SH000873835,RC no needed,RC no needed
SH000909935,RC no needed,RC no needed
SH000877665,RC no needed,RC no needed
SH000923263,Updated RC,Updated RC
SH000904205,RC no needed,RC no needed
SH000874301,Missing RC,RC no needed
SH000879905,RC no needed,RC no needed
SH000873832,RC no needed,RC no needed
SH000901304,RC no needed,RC no needed
SH000893400,RC no needed,Missing RC
SH000874298,Missing RC,RC no needed
SH000904204,RC no needed,RC no needed
SH000883867,Missing RC,RC no needed
SH000900258,RC no needed,RC no needed
SH000900241,RC no needed,RC no needed
SH000892372,RC no needed,RC no needed
SH000896147,RC no needed,RC no needed
SH000909480,RC no needed,RC no needed
SH000908961,RC no needed,RC no needed
SH000889320,RC no needed,RC no needed
SH000883679,RC no needed,RC no needed
SH000903878,Missing RC,Updated RC
SH000910496,Missing RC,Updated RC
SH000910490,Updated RC,Updated RC
SH000874858,RC no needed,RC no needed
SH000841203,RC no needed,RC no needed
SH000894789,RC no needed,RC no needed
SH000894788,RC no needed,RC no needed
SH000876104,Updated RC,Updated RC
SH000881370,RC no needed,RC no needed
SH000910955,RC no needed,RC no needed
SH000913438,Missing RC,RC no needed
SH000932108,Updated RC,Updated RC
SH000893939,RC no needed,RC no needed
SH000932112,Updated RC,Updated RC
SH000929992,RC no needed,RC no needed
SH000881332,RC no needed,RC no needed
SH000929951,Updated RC,Updated RC
SH000923270,Updated RC,Updated RC
SH000909932,RC no needed,RC no needed
SH000930702,RC no needed,RC no needed
SH000916463,RC no needed,RC no needed
SH000925707,RC no needed,RC no needed
SH000903633,RC no needed,RC no needed
SH000876383,Missing RC,RC no needed
SH000914441,RC no needed,Updated RC
SH000922908,RC no needed,RC no needed
SH000903880,Updated RC,Updated RC
SH000854549,RC no needed,Updated RC
SH000867484,RC no needed,RC no needed
SH000893402,RC no needed,RC no needed
SH000893401,Missing RC,RC no needed
SH000922906,RC no needed,RC no needed
SH000867481,RC no needed,RC no needed
SH000916444,RC no needed,RC no needed
SH000903877,Missing RC,Updated RC
SH000929499,RC no needed,RC no needed
SH000914443,Updated RC,Updated RC
SH000902367,RC no needed,RC no needed
SH000883762,Missing RC,RC no needed
SH000878325,RC no needed,RC no needed
SH000900795,RC no needed,RC no needed
SH000905109,RC no needed,RC no needed
SH000899685,RC no needed,RC no needed
SH000854544,RC no needed,RC no needed
SH000906704,RC no needed,RC no needed
SH000874328,RC no needed,RC no needed
SH000875468,RC no needed,RC no needed
SH000899687,RC no needed,RC no needed
SH000929950,Updated RC,Updated RC
SH000887234,RC no needed,RC no needed
SH000899694,RC no needed,RC no needed
SH000887209,RC no needed,RC no needed
SH000882893,RC no needed,RC no needed
SH000885707,RC no needed,RC no needed
SH000902315,RC no needed,RC no needed
SH000892261,RC no needed,RC no needed
SH000854552,RC no needed,RC no needed
SH000930705,RC no needed,RC no needed
SH000910713,Updated RC,Updated RC
SH000854543,Missing RC,RC no needed
SH000875476,RC no needed,RC no needed
SH000907847,RC no needed,Updated RC
SH000900797,RC no needed,RC no needed
SH000899690,RC no needed,RC no needed
SH000841496,RC no needed,Updated RC
SH000895789,Missing RC,Updated RC
SH000895591,RC no needed,RC no needed
SH000899004,RC no needed,RC no needed
SH000929982,RC no needed,RC no needed
SH000883627,RC no needed,RC no needed
SH000859421,RC no needed,RC no needed
SH000901315,RC no needed,RC no needed
SH000925082,RC no needed,Updated RC
SH000892256,RC no needed,RC no needed
SH000876566,Updated RC,Updated RC
SH000917331,RC no needed,Updated RC
SH000907908,RC no needed,Updated RC
